date,us_10y_yield,us_inflation_yoy,usd_cop,usd_pen,usd_mxn,usd_clp,market_factor,risk_regime
2025-10-29,4.357,,3956.03,3.7886,18.3083,943.94,0.0010119878915818936,Normal
2025-10-30,4.361,,3977.51,3.7698,18.3348,941.2,0.006548890422653717,Normal
2025-10-31,4.355,,3970.72,3.769,18.3023,941.38,-0.014579507639894799,Normal
2025-11-03,4.35,2.97,3976.23,3.7665,18.2531,939.48,0.0034853209410313202,Normal
2025-11-04,4.354,,3958.76,3.7518,18.2314,938.03,0.0033708136238456195,Normal
2025-11-05,4.357,,3965.74,3.7416,18.2137,931.09,-0.0072814427169042234,Normal
2025-11-06,4.356,,3955.05,3.744,18.1847,926.82,-0.004821999602098704,Normal
2025-11-07,4.355,,3949.32,3.749,18.1579,927.68,0.007852874317189387,Normal
2025-11-10,4.355,,3943.91,3.7549,18.1884,927.73,8.042423002160333e-05,Normal
2025-11-11,4.35,,3952.28,3.7455,18.206,926.91,-0.0007328275062863188,Normal
2025-11-12,4.345,,3947.19,3.7474,18.2601,927.25,0.0005410255787902446,Normal
2025-11-13,4.343,,3955.14,3.7491,18.2545,926.0,0.001623154977143694,Normal
2025-11-14,4.343,,3974.92,3.7452,18.2179,928.1,-0.004365572854268674,Normal
2025-11-17,4.34,,3978.67,3.7467,18.2105,930.73,0.01201303666889919,Normal
2025-11-18,4.334,,3978.26,3.7331,18.2952,928.21,-0.0133576170273894,Normal
2025-11-19,4.334,,3987.99,3.7387,18.2644,928.58,0.0022033360229373987,Normal
2025-11-20,4.322,,4010.77,3.7435,18.2258,926.39,0.018245902751421593,Normal
2025-11-21,4.322,,4009.66,3.7454,18.2301,922.16,-0.0001099571151520327,Normal
2025-11-24,4.313,,4013.51,3.7572,18.1896,927.92,0.0009550195057290659,Normal
2025-11-25,4.3,,4012.83,3.758,18.1415,928.48,-0.008560673845217337,Normal
2025-11-26,4.303,,4005.79,3.76,18.1157,930.78,-0.011912374870332035,Normal
2025-11-27,4.31,,4009.35,3.7631,18.1615,932.34,-0.007466813892180586,Normal
2025-11-28,4.31,,3978.29,3.7759,18.1277,932.96,0.0017723705841075604,Normal
2025-12-01,4.302,2.97,4003.02,3.7673,18.112,932.27,0.01418347407503064,Normal
2025-12-02,4.3,,4005.31,3.7638,18.1541,935.36,-0.015241431117878127,Normal
2025-12-03,4.3,,4000.06,3.7614,18.1277,931.73,-0.013295117806683673,Normal
2025-12-04,4.297,,3999.78,3.7529,18.1489,933.36,0.0011673486426407049,Normal
2025-12-05,4.294,,4019.58,3.7424,18.102,935.9,-0.018593382849078653,Normal
2025-12-08,4.3,,4021.88,3.743,18.0985,935.43,-0.00325611956113188,Normal
2025-12-09,4.299,,4020.98,3.745,18.1583,934.14,-0.008091763107826826,Normal
2025-12-10,4.299,,4028.55,3.7428,18.2347,934.61,-0.007201743806001516,Normal
2025-12-11,4.298,,4025.35,3.7374,18.2199,934.45,-0.0032870634016089707,Normal
2025-12-12,4.291,,4027.92,3.7426,18.298,937.66,0.0024274101780290586,Normal
2025-12-15,4.285,,4017.61,3.743,18.2607,935.8,0.003407642009171023,Normal
2025-12-16,4.281,,4001.23,3.7446,18.33,939.7,0.0020447135655390857,Normal
2025-12-17,4.282,,4006.04,3.7457,18.3695,942.19,0.008612523036682732,Normal
2025-12-18,4.295,,4006.62,3.7419,18.443,943.22,0.012229681847393174,Normal
2025-12-19,4.296,,4025.91,3.7413,18.4858,940.88,-0.006260000314039537,Normal
2025-12-22,4.31,,4044.16,3.7394,18.4426,941.69,0.003380887561797392,Normal
2025-12-23,4.301,,4009.26,3.7368,18.4346,945.35,0.0002669577885300257,Normal
2025-12-24,4.294,,4013.77,3.7388,18.3817,948.59,-0.008016392226679658,Normal
2025-12-25,4.294,,4015.64,3.7389,18.3957,945.52,0.011334220628113009,Normal
2025-12-26,4.294,,4019.64,3.7217,18.3445,946.31,-0.0026408691076721495,Normal
2025-12-29,4.298,,4000.55,3.7214,18.399,950.78,0.0008327380543537833,Normal
2025-12-30,4.295,,3988.91,3.7155,18.4007,953.96,-0.011890790064485712,Normal
2025-12-31,4.299,,3981.69,3.7076,18.4365,950.6,0.00229430843455125,Normal
2026-01-01,4.295,2.94,3993.23,3.7108,18.3923,951.21,-0.019517284360426962,Normal
2026-01-02,4.293,,3971.4,3.7143,18.3771,951.6,0.008738201788129465,Normal
2026-01-05,4.282,,3984.53,3.7204,18.4108,947.96,-0.006027391370907638,Normal
2026-01-06,4.276,,4007.35,3.7077,18.4083,950.16,0.00033414573622458086,Normal
2026-01-07,4.261,,4014.08,3.7041,18.4312,949.78,-0.0006233253583095245,Normal
2026-01-08,4.257,,4020.53,3.6973,18.4647,953.33,0.0077470094962715915,Normal
2026-01-09,4.26,,4058.3,3.7057,18.5028,953.87,0.005203036907515263,Normal
2026-01-12,4.258,,4066.28,3.7083,18.6045,951.94,-0.003317803245682856,Normal
2026-01-13,4.249,,4066.89,3.7027,18.6006,955.89,0.0033843662414714255,Normal
2026-01-14,4.254,,4052.52,3.7046,18.5733,956.23,-0.006700543918980745,Normal
2026-01-15,4.248,,4072.66,3.7016,18.6518,953.51,-0.001976358713546975,Normal
2026-01-16,4.25,,4067.36,3.6949,18.6395,953.01,-0.006184901777914162,Normal
2026-01-19,4.251,,4075.52,3.6974,18.6472,950.44,0.012693351400328288,Normal
2026-01-20,4.252,,4096.95,3.7043,18.6573,949.64,0.014972761763150426,Normal
2026-01-21,4.24,,4092.19,3.7036,18.642,948.72,-0.011660169008721376,Normal
2026-01-22,4.24,,4062.88,3.7047,18.682,949.39,-0.003114625813851101,Normal
2026-01-23,4.241,,4058.01,3.7063,18.6607,951.58,0.0015815280467761698,Normal
2026-01-26,4.24,,4082.74,3.7147,18.573,949.29,0.0037466896068257247,Normal
2026-01-27,4.223,,4077.3,3.7099,18.5595,946.95,-0.017032507278349037,Normal
2026-01-28,4.217,,4064.01,3.7118,18.481,945.69,-0.0066699299097480605,Normal
2026-01-29,4.218,,4065.92,3.7228,18.4833,944.02,0.002771691053755159,Normal
2026-01-30,4.225,,4073.21,3.7204,18.5011,942.94,-0.0004329901603259744,Normal
2026-02-02,4.218,2.94,4061.05,3.7145,18.5198,944.27,-0.004771159402962404,Normal
2026-02-03,4.224,,4068.12,3.7252,18.508,947.25,-0.0003815456098257421,Normal
2026-02-04,4.217,,4056.78,3.7282,18.439,951.93,-0.00037982312785386335,Normal
2026-02-05,4.215,,4054.53,3.726,18.4333,954.47,0.014827143619948378,Normal
2026-02-06,4.209,,4054.13,3.7299,18.4124,948.71,-0.004714449632316522,Normal
2026-02-09,4.216,,4075.74,3.7269,18.3941,945.15,-0.007715837077275077,Stress
2026-02-10,4.215,,4072.81,3.7301,18.4742,946.6,0.0038474916778407616,Stress
2026-02-11,4.22,,4083.71,3.7296,18.4273,942.99,0.00228713770961104,Stress
2026-02-12,4.223,,4070.06,3.7393,18.4012,945.58,-0.004408758244675062,Stress
2026-02-13,4.211,,4093.74,3.7375,18.3625,947.66,-0.005185308218630594,Stress
2026-02-16,4.207,,4056.05,3.7429,18.4144,945.5,-0.006489281391774612,Stress
2026-02-17,4.203,,4052.76,3.7497,18.3404,945.25,-0.013172381070886866,Stress
2026-02-18,4.197,,4030.05,3.7395,18.3546,942.58,-0.01055585105182804,Stress
2026-02-19,4.193,,4040.18,3.7415,18.3183,933.82,-0.00466918548891988,Stress
2026-02-20,4.202,,4037.28,3.7392,18.3603,935.47,-0.01345015710027173,Stress
2026-02-23,4.215,,4059.66,3.7302,18.3311,938.43,-0.0007799281879441685,Normal
2026-02-24,4.216,,4037.16,3.7214,18.3142,940.04,0.0067240896019650455,Normal
2026-02-25,4.206,,4049.92,3.7182,18.2796,941.78,-0.004422511996986019,Normal
2026-02-26,4.208,,4053.72,3.7313,18.1807,940.47,-0.012635505695765107,Normal
2026-02-27,4.208,,4055.34,3.7313,18.2351,937.74,0.005216318556172594,Normal
2026-03-02,4.208,2.91,4034.76,3.7262,18.2011,936.65,0.008798964862709587,Recovery
2026-03-03,4.206,,4039.65,3.7147,18.1174,938.21,0.0089648221065575,Recovery
2026-03-04,4.196,,4007.7,3.7076,18.1311,942.0,-0.00042644196670777465,Recovery
2026-03-05,4.188,,4013.53,3.7004,18.1243,938.19,0.0009131132004623135,Recovery
2026-03-06,4.194,,4014.53,3.6888,18.1455,938.71,0.01645146443047024,Recovery
2026-03-09,4.201,,4029.41,3.6882,18.1145,939.36,0.005133321240171035,Recovery
2026-03-10,4.186,,4034.58,3.6916,18.125,937.79,0.0036338745423785852,Recovery
2026-03-11,4.197,,4020.23,3.6818,18.1832,936.24,0.0006100013308416503,Recovery
2026-03-12,4.199,,4023.04,3.6871,18.2448,938.12,-0.005981021384827366,Recovery
2026-03-13,4.195,,4023.99,3.6826,18.2827,936.63,-0.007955741378994059,Recovery
2026-03-16,4.193,,4041.49,3.6935,18.2427,936.08,0.01369646533288893,Normal
2026-03-17,4.196,,4038.26,3.6869,18.2373,938.97,0.0010089556291931435,Normal
2026-03-18,4.181,,4055.26,3.6911,18.1776,937.6,0.00061174431448743,Normal
2026-03-19,4.18,,4057.88,3.6921,18.1694,939.53,0.0037743825811253967,Normal
2026-03-20,4.183,,4041.85,3.6983,18.1489,941.75,0.00871654714851787,Normal
2026-03-23,4.176,,4037.95,3.7008,18.2064,943.98,0.01066229486973524,Normal
2026-03-24,4.175,,4047.51,3.7065,18.18,942.95,-0.013507175071584747,Normal
2026-03-25,4.178,,4046.94,3.6994,18.2211,941.87,0.003088881271546414,Normal
2026-03-26,4.172,,4064.38,3.698,18.2763,937.32,-0.018503723776880802,Normal
2026-03-27,4.174,,4078.52,3.7045,18.2838,938.73,0.0017207144604735444,Normal
2026-03-30,4.168,,4074.1,3.7052,18.2231,938.54,0.009556601019517563,Normal
2026-03-31,4.166,,4072.02,3.7029,18.2551,936.43,0.0007933919920468421,Normal
2026-04-01,4.162,2.9,4046.8,3.7078,18.3105,937.31,-0.006278868239143652,Normal
2026-04-02,4.165,,4057.66,3.7032,18.3193,937.97,-0.0006106219242128716,Normal
2026-04-03,4.169,,4077.62,3.7112,18.3273,941.11,-0.004842882897255883,Normal
2026-04-06,4.173,,4071.47,3.7192,18.2652,935.73,-0.00015706467600474513,Normal
2026-04-07,4.177,,4069.19,3.7084,18.2405,937.15,0.00914557308190841,Normal
2026-04-08,4.167,,4062.56,3.708,18.2355,940.31,0.007792514988143111,Normal
2026-04-09,4.169,,4053.88,3.7115,18.2397,938.0,0.005918132448016857,Normal
2026-04-10,4.169,,4055.62,3.7146,18.2131,939.42,-0.010415538454579284,Normal
2026-04-13,4.171,,4054.73,3.7129,18.2498,947.75,0.011911564649055368,Normal
2026-04-14,4.163,,4072.39,3.7193,18.2356,951.42,0.006048307949850833,Normal
2026-04-15,4.164,,4075.2,3.7147,18.3123,953.64,-0.00042047239650524934,Normal
2026-04-16,4.158,,4086.5,3.7153,18.3153,952.98,-0.0010805603686868804,Normal
2026-04-17,4.159,,4079.73,3.7138,18.3078,954.24,0.007575611905239204,Normal
2026-04-20,4.159,,4078.67,3.7173,18.3108,953.87,0.006250076163622865,Normal
2026-04-21,4.17,,4097.99,3.7055,18.2978,957.91,0.00835621437137475,Normal
2026-04-22,4.171,,4111.27,3.7057,18.3577,957.79,0.0037102810220643683,Normal
2026-04-23,4.17,,4103.57,3.7057,18.374,956.4,-0.011383107040160592,Normal
2026-04-24,4.18,,4108.94,3.7029,18.4134,956.09,-0.0075703989894133645,Normal
2026-04-27,4.183,,4109.73,3.7045,18.4468,952.76,-0.011597229976346633,Normal
2026-04-28,4.183,,4103.08,3.7111,18.4146,952.77,-0.005072277698398126,Normal
2026-04-29,4.177,,4107.17,3.7113,18.4324,953.46,0.0001999531583796459,Normal
2026-04-30,4.18,,4098.99,3.7132,18.4157,954.12,0.004380761996570307,Normal
2026-05-01,4.167,2.9,4114.12,3.7081,18.3659,953.48,-0.011782655560097112,Normal
2026-05-04,4.165,,4134.57,3.7134,18.3744,957.89,-0.00622804100340186,Normal
2026-05-05,4.158,,4108.13,3.7157,18.33,956.6,-0.0033854646438781257,Normal
2026-05-06,4.152,,4116.54,3.7093,18.2922,961.29,0.004107848534725025,Normal
2026-05-07,4.15,,4111.35,3.7014,18.2751,962.35,-0.000557628074028487,Normal
2026-05-08,4.159,,4110.48,3.702,18.2613,965.64,-0.001442237655143185,Normal
2026-05-11,4.148,,4113.59,3.7075,18.3387,968.13,-0.0035945439288688533,Normal
2026-05-12,4.148,,4118.04,3.6983,18.3024,972.18,0.003037216436169351,Normal
2026-05-13,4.146,,4119.95,3.689,18.2959,979.46,-0.003968833106745499,Normal
2026-05-14,4.147,,4114.61,3.6845,18.237,983.05,-0.004517979740283959,Normal
2026-05-15,4.144,,4118.36,3.6759,18.2397,982.43,-0.010903611216555347,Normal
2026-05-18,4.14,,4116.16,3.686,18.2359,980.45,0.00798271624791931,Normal
2026-05-19,4.146,,4123.05,3.6798,18.289,981.11,-0.01370032706834265,Normal
2026-05-20,4.151,,4133.65,3.6811,18.2583,985.16,0.014134456042365488,Normal
2026-05-21,4.148,,4112.41,3.6807,18.2833,983.02,-0.004191129626361892,Normal
2026-05-22,4.141,,4140.69,3.6818,18.2496,986.18,-2.5625500660836614e-05,Normal
2026-05-25,4.141,,4147.46,3.6906,18.3247,989.52,-0.008840264252800958,Normal
2026-05-26,4.146,,4169.56,3.6847,18.3466,992.35,0.011178046474588622,Normal
2026-05-27,4.139,,4159.52,3.6962,18.3667,992.22,0.0019442922228015257,Normal
2026-05-28,4.137,,4148.3,3.6999,18.3833,989.48,-0.009934139225287793,Normal
2026-05-29,4.135,,4145.17,3.6909,18.3672,992.22,-0.0002666374857114554,Normal
2026-06-01,4.134,2.87,4139.23,3.6844,18.3756,989.25,-0.0012736728987977793,Normal
2026-06-02,4.127,,4141.52,3.6855,18.3879,982.76,-0.0050591103308106145,Normal
2026-06-03,4.134,,4123.63,3.6845,18.3405,981.94,-0.001385615318940202,Normal
2026-06-04,4.132,,4147.26,3.6783,18.2542,985.36,-0.0011222370710839058,Normal
2026-06-05,4.147,,4152.13,3.6741,18.203,983.58,-0.0064376221868806885,Normal
2026-06-08,4.143,,4161.1,3.6821,18.1704,984.91,0.0016562063624469684,Normal
2026-06-09,4.149,,4166.36,3.6934,18.1926,984.12,-0.006768852239407306,Normal
2026-06-10,4.149,,4167.27,3.6914,18.1881,989.23,-0.01805376397142169,Normal
2026-06-11,4.156,,4169.16,3.698,18.2322,990.91,0.003498724129001078,Normal
2026-06-12,4.159,,4175.84,3.7031,18.2462,989.78,-0.0004016535293862535,Normal
2026-06-15,4.156,,4199.36,3.7021,18.1318,986.96,-0.006318929701727095,Normal
2026-06-16,4.163,,4184.77,3.6978,18.1643,983.44,-0.002451023253270783,Normal
2026-06-17,4.153,,4187.72,3.7008,18.1789,978.7,0.004064107286871213,Normal
2026-06-18,4.155,,4178.65,3.7115,18.2158,979.97,-0.015819328105217627,Normal
2026-06-19,4.153,,4173.99,3.7065,18.1088,979.22,-0.001776963756241724,Normal
2026-06-22,4.15,,4169.53,3.7013,18.0514,978.44,-0.0216187785855247,Normal
2026-06-23,4.146,,4149.7,3.6927,18.1255,982.12,-0.010678811405118248,Normal
2026-06-24,4.154,,4150.96,3.6842,18.2136,985.17,0.005587840988156342,Normal
2026-06-25,4.156,,4147.78,3.6947,18.2492,984.38,0.0020464252843990843,Normal
2026-06-26,4.158,,4127.97,3.6882,18.2806,983.53,0.0007957335609048162,Normal
2026-06-29,4.15,,4137.26,3.6931,18.2858,984.1,0.008502575499669436,Normal
2026-06-30,4.149,,4172.51,3.692,18.2875,983.97,-0.0020116096911795473,Normal
2026-07-01,4.142,2.86,4186.31,3.7007,18.3639,984.51,-0.0008194595324268704,Normal
2026-07-02,4.134,,4161.26,3.7017,18.382,986.09,-0.0028551340702054036,Normal
2026-07-03,4.132,,4125.5,3.6961,18.3454,986.86,0.002493141326065382,Normal
2026-07-06,4.141,,4107.58,3.693,18.2816,988.72,0.005579699265588046,Normal
2026-07-07,4.144,,4120.64,3.6926,18.2724,993.44,0.0076767081087416944,Normal
2026-07-08,4.148,,4110.2,3.6774,18.2902,997.83,-0.012775128119646657,Normal
2026-07-09,4.145,,4104.64,3.6727,18.2843,996.52,-0.007437192026544775,Normal
2026-07-10,4.142,,4101.89,3.6669,18.3161,999.77,-0.006274251149258995,Normal
2026-07-13,4.137,,4111.94,3.6747,18.321,1002.22,2.4662290319506827e-05,Normal
2026-07-14,4.131,,4120.04,3.6772,18.3424,1006.05,0.0096827408113403,Normal
2026-07-15,4.132,,4106.9,3.6795,18.3419,1004.01,-0.0003397255505680484,Normal
2026-07-16,4.134,,4093.4,3.6769,18.2858,1005.48,-0.00038290925694202204,Normal
2026-07-17,4.137,,4109.8,3.6884,18.3838,1006.3,-0.006297710717604415,Normal
2026-07-20,4.134,,4097.98,3.6869,18.393,1004.81,-0.009706411944067343,Normal
2026-07-21,4.128,,4094.03,3.6832,18.4184,1007.23,-0.006301683832648198,Normal
2026-07-22,4.126,,4080.58,3.6802,18.437,1009.18,-0.0013185061114192828,Normal
2026-07-23,4.126,,4077.61,3.6881,18.4295,1008.48,-0.003523177116776867,Normal
2026-07-24,4.12,,4083.63,3.6961,18.4921,1006.9,0.003080873108876654,Normal
2026-07-27,4.104,,4101.1,3.6983,18.5485,1003.65,-0.006355460546586104,Normal
2026-07-28,4.109,,4122.62,3.7017,18.5252,1006.93,-0.0011340241037920962,Normal
2026-07-29,4.118,,4111.55,3.6985,18.5316,1003.28,-0.00605904407781762,Normal
2026-07-30,4.122,,4127.41,3.6816,18.5758,1003.36,-0.0002889819870221829,Normal
2026-07-31,4.122,,4126.33,3.6806,18.6045,1001.44,-0.0002759412490114039,Normal
2026-08-03,4.129,2.82,4101.15,3.6808,18.6143,998.02,0.0064170404568509015,Normal
2026-08-04,4.123,,4124.54,3.6853,18.6333,1001.48,-0.003889626769025063,Normal
2026-08-05,4.119,,4142.65,3.6864,18.6542,999.85,-0.0058662234032484505,Normal
2026-08-06,4.117,,4158.0,3.6948,18.6199,1000.54,0.02012368825511096,Normal
2026-08-07,4.116,,4167.12,3.6926,18.6562,1005.38,0.01728481257296912,Normal
2026-08-10,4.116,,4182.79,3.6787,18.599,1009.18,0.0024467681300302806,Normal
2026-08-11,4.11,,4188.47,3.6769,18.5753,1006.49,-0.005215544442959924,Normal
2026-08-12,4.105,,4180.59,3.6803,18.5967,999.48,-0.009096288369712388,Normal
2026-08-13,4.1,,4188.62,3.6784,18.5111,1002.02,-0.003629708351548015,Normal
2026-08-14,4.1,,4195.52,3.6802,18.4975,1003.31,0.011473013981140224,Normal
