date,us_10y_yield,us_inflation_yoy,usd_cop,usd_pen,usd_mxn,usd_clp,market_factor,risk_regime
2026-01-20,4.252,2.94,4096.95,3.7043,18.6573,949.64,0.0149727617631504,Normal
2026-01-21,4.24,2.94,4092.19,3.7036,18.642,948.72,-0.0116601690087213,Normal
2026-01-22,4.24,2.94,4062.88,3.7047,18.682,949.39,-0.0031146258138511,Normal
2026-01-23,4.241,2.94,4058.01,3.7063,18.6607,951.58,0.0015815280467761,Normal
2026-01-26,4.24,2.94,4082.74,3.7147,18.573,949.29,0.0037466896068257,Normal
2026-01-27,4.223,2.94,4077.3,3.7099,18.5595,946.95,-0.017032507278349,Normal
2026-01-28,4.217,2.94,4064.01,3.7118,18.481,945.69,-0.006669929909748,Normal
2026-01-29,4.218,2.94,4065.92,3.7228,18.4833,944.02,0.0027716910537551,Normal
2026-01-30,4.225,2.94,4073.21,3.7204,18.5011,942.94,-0.0004329901603259,Normal
2026-02-02,4.218,2.94,4061.05,3.7145,18.5198,944.27,-0.0047711594029624,Normal
2026-02-03,4.224,2.94,4068.12,3.7252,18.508,947.25,-0.0003815456098257,Normal
2026-02-04,4.217,2.94,4056.78,3.7282,18.439,951.93,-0.0003798231278538,Normal
2026-02-05,4.215,2.94,4054.53,3.726,18.4333,954.47,0.0148271436199483,Normal
2026-02-06,4.209,2.94,4054.13,3.7299,18.4124,948.71,-0.0047144496323165,Normal
2026-02-09,4.216,2.94,4075.74,3.7269,18.3941,945.15,-0.007715837077275,Stress
2026-02-10,4.215,2.94,4072.81,3.7301,18.4742,946.6,0.0038474916778407,Stress
2026-02-11,4.22,2.94,4083.71,3.7296,18.4273,942.99,0.002287137709611,Stress
2026-02-12,4.223,2.94,4070.06,3.7393,18.4012,945.58,-0.004408758244675,Stress
2026-02-13,4.211,2.94,4093.74,3.7375,18.3625,947.66,-0.0051853082186305,Stress
2026-02-16,4.207,2.94,4056.05,3.7429,18.4144,945.5,-0.0064892813917746,Stress
2026-02-17,4.203,2.94,4052.76,3.7497,18.3404,945.25,-0.0131723810708868,Stress
2026-02-18,4.197,2.94,4030.05,3.7395,18.3546,942.58,-0.010555851051828,Stress
2026-02-19,4.193,2.94,4040.18,3.7415,18.3183,933.82,-0.0046691854889198,Stress
2026-02-20,4.202,2.94,4037.28,3.7392,18.3603,935.47,-0.0134501571002717,Stress
2026-02-23,4.215,2.94,4059.66,3.7302,18.3311,938.43,-0.0007799281879441,Normal
2026-02-24,4.216,2.94,4037.16,3.7214,18.3142,940.04,0.006724089601965,Normal
2026-02-25,4.206,2.94,4049.92,3.7182,18.2796,941.78,-0.004422511996986,Normal
2026-02-26,4.208,2.94,4053.72,3.7313,18.1807,940.47,-0.0126355056957651,Normal
2026-02-27,4.208,2.94,4055.34,3.7313,18.2351,937.74,0.0052163185561725,Normal
2026-03-02,4.208,2.91,4034.76,3.7262,18.2011,936.65,0.0087989648627095,Recovery
2026-03-03,4.206,2.91,4039.65,3.7147,18.1174,938.21,0.0089648221065575,Recovery
2026-03-04,4.196,2.91,4007.7,3.7076,18.1311,942.0,-0.0004264419667077,Recovery
2026-03-05,4.188,2.91,4013.53,3.7004,18.1243,938.19,0.0009131132004623,Recovery
2026-03-06,4.194,2.91,4014.53,3.6888,18.1455,938.71,0.0164514644304702,Recovery
2026-03-09,4.201,2.91,4029.41,3.6882,18.1145,939.36,0.005133321240171,Recovery
2026-03-10,4.186,2.91,4034.58,3.6916,18.125,937.79,0.0036338745423785,Recovery
2026-03-11,4.197,2.91,4020.23,3.6818,18.1832,936.24,0.0006100013308416,Recovery
2026-03-12,4.199,2.91,4023.04,3.6871,18.2448,938.12,-0.0059810213848273,Recovery
2026-03-13,4.195,2.91,4023.99,3.6826,18.2827,936.63,-0.007955741378994,Recovery
2026-03-16,4.193,2.91,4041.49,3.6935,18.2427,936.08,0.0136964653328889,Normal
2026-03-17,4.196,2.91,4038.26,3.6869,18.2373,938.97,0.0010089556291931,Normal
2026-03-18,4.181,2.91,4055.26,3.6911,18.1776,937.6,0.0006117443144874,Normal
2026-03-19,4.18,2.91,4057.88,3.6921,18.1694,939.53,0.0037743825811253,Normal
2026-03-20,4.183,2.91,4041.85,3.6983,18.1489,941.75,0.0087165471485178,Normal
2026-03-23,4.176,2.91,4037.95,3.7008,18.2064,943.98,0.0106622948697352,Normal
2026-03-24,4.175,2.91,4047.51,3.7065,18.18,942.95,-0.0135071750715847,Normal
2026-03-25,4.178,2.91,4046.94,3.6994,18.2211,941.87,0.0030888812715464,Normal
2026-03-26,4.172,2.91,4064.38,3.698,18.2763,937.32,-0.0185037237768808,Normal
2026-03-27,4.174,2.91,4078.52,3.7045,18.2838,938.73,0.0017207144604735,Normal
2026-03-30,4.168,2.91,4074.1,3.7052,18.2231,938.54,0.0095566010195175,Normal
2026-03-31,4.166,2.91,4072.02,3.7029,18.2551,936.43,0.0007933919920468,Normal
2026-04-01,4.162,2.9,4046.8,3.7078,18.3105,937.31,-0.0062788682391436,Normal
2026-04-02,4.165,2.9,4057.66,3.7032,18.3193,937.97,-0.0006106219242128,Normal
2026-04-03,4.169,2.9,4077.62,3.7112,18.3273,941.11,-0.0048428828972558,Normal
2026-04-06,4.173,2.9,4071.47,3.7192,18.2652,935.73,-0.0001570646760047,Normal
2026-04-07,4.177,2.9,4069.19,3.7084,18.2405,937.15,0.0091455730819084,Normal
2026-04-08,4.167,2.9,4062.56,3.708,18.2355,940.31,0.0077925149881431,Normal
2026-04-09,4.169,2.9,4053.88,3.7115,18.2397,938.0,0.0059181324480168,Normal
2026-04-10,4.169,2.9,4055.62,3.7146,18.2131,939.42,-0.0104155384545792,Normal
2026-04-13,4.171,2.9,4054.73,3.7129,18.2498,947.75,0.0119115646490553,Normal
2026-04-14,4.163,2.9,4072.39,3.7193,18.2356,951.42,0.0060483079498508,Normal
2026-04-15,4.164,2.9,4075.2,3.7147,18.3123,953.64,-0.0004204723965052,Normal
2026-04-16,4.158,2.9,4086.5,3.7153,18.3153,952.98,-0.0010805603686868,Normal
2026-04-17,4.159,2.9,4079.73,3.7138,18.3078,954.24,0.0075756119052392,Normal
2026-04-20,4.159,2.9,4078.67,3.7173,18.3108,953.87,0.0062500761636228,Normal
2026-04-21,4.17,2.9,4097.99,3.7055,18.2978,957.91,0.0083562143713747,Normal
2026-04-22,4.171,2.9,4111.27,3.7057,18.3577,957.79,0.0037102810220643,Normal
2026-04-23,4.17,2.9,4103.57,3.7057,18.374,956.4,-0.0113831070401605,Normal
2026-04-24,4.18,2.9,4108.94,3.7029,18.4134,956.09,-0.0075703989894133,Normal
2026-04-27,4.183,2.9,4109.73,3.7045,18.4468,952.76,-0.0115972299763466,Normal
2026-04-28,4.183,2.9,4103.08,3.7111,18.4146,952.77,-0.0050722776983981,Normal
2026-04-29,4.177,2.9,4107.17,3.7113,18.4324,953.46,0.0001999531583796,Normal
2026-04-30,4.18,2.9,4098.99,3.7132,18.4157,954.12,0.0043807619965703,Normal
2026-05-01,4.167,2.9,4114.12,3.7081,18.3659,953.48,-0.0117826555600971,Normal
2026-05-04,4.165,2.9,4134.57,3.7134,18.3744,957.89,-0.0062280410034018,Normal
2026-05-05,4.158,2.9,4108.13,3.7157,18.33,956.6,-0.0033854646438781,Normal
2026-05-06,4.152,2.9,4116.54,3.7093,18.2922,961.29,0.004107848534725,Normal
2026-05-07,4.15,2.9,4111.35,3.7014,18.2751,962.35,-0.0005576280740284,Normal
2026-05-08,4.159,2.9,4110.48,3.702,18.2613,965.64,-0.0014422376551431,Normal
2026-05-11,4.148,2.9,4113.59,3.7075,18.3387,968.13,-0.0035945439288688,Normal
2026-05-12,4.148,2.9,4118.04,3.6983,18.3024,972.18,0.0030372164361693,Normal
2026-05-13,4.146,2.9,4119.95,3.689,18.2959,979.46,-0.0039688331067454,Normal
2026-05-14,4.147,2.9,4114.61,3.6845,18.237,983.05,-0.0045179797402839,Normal
2026-05-15,4.144,2.9,4118.36,3.6759,18.2397,982.43,-0.0109036112165553,Normal
2026-05-18,4.14,2.9,4116.16,3.686,18.2359,980.45,0.0079827162479193,Normal
2026-05-19,4.146,2.9,4123.05,3.6798,18.289,981.11,-0.0137003270683426,Normal
2026-05-20,4.151,2.9,4133.65,3.6811,18.2583,985.16,0.0141344560423654,Normal
2026-05-21,4.148,2.9,4112.41,3.6807,18.2833,983.02,-0.0041911296263618,Normal
2026-05-22,4.141,2.9,4140.69,3.6818,18.2496,986.18,-2.5625500660836614e-05,Normal
2026-05-25,4.141,2.9,4147.46,3.6906,18.3247,989.52,-0.0088402642528009,Normal
2026-05-26,4.146,2.9,4169.56,3.6847,18.3466,992.35,0.0111780464745886,Normal
2026-05-27,4.139,2.9,4159.52,3.6962,18.3667,992.22,0.0019442922228015,Normal
2026-05-28,4.137,2.9,4148.3,3.6999,18.3833,989.48,-0.0099341392252877,Normal
2026-05-29,4.135,2.9,4145.17,3.6909,18.3672,992.22,-0.0002666374857114,Normal
2026-06-01,4.134,2.87,4139.23,3.6844,18.3756,989.25,-0.0012736728987977,Normal
2026-06-02,4.127,2.87,4141.52,3.6855,18.3879,982.76,-0.0050591103308106,Normal
2026-06-03,4.134,2.87,4123.63,3.6845,18.3405,981.94,-0.0013856153189402,Normal
2026-06-04,4.132,2.87,4147.26,3.6783,18.2542,985.36,-0.0011222370710839,Normal
2026-06-05,4.147,2.87,4152.13,3.6741,18.203,983.58,-0.0064376221868806,Normal
2026-06-08,4.143,2.87,4161.1,3.6821,18.1704,984.91,0.0016562063624469,Normal
2026-06-09,4.149,2.87,4166.36,3.6934,18.1926,984.12,-0.0067688522394073,Normal
2026-06-10,4.149,2.87,4167.27,3.6914,18.1881,989.23,-0.0180537639714216,Normal
2026-06-11,4.156,2.87,4169.16,3.698,18.2322,990.91,0.003498724129001,Normal
2026-06-12,4.159,2.87,4175.84,3.7031,18.2462,989.78,-0.0004016535293862,Normal
2026-06-15,4.156,2.87,4199.36,3.7021,18.1318,986.96,-0.006318929701727,Normal
2026-06-16,4.163,2.87,4184.77,3.6978,18.1643,983.44,-0.0024510232532707,Normal
2026-06-17,4.153,2.87,4187.72,3.7008,18.1789,978.7,0.0040641072868712,Normal
2026-06-18,4.155,2.87,4178.65,3.7115,18.2158,979.97,-0.0158193281052176,Normal
2026-06-19,4.153,2.87,4173.99,3.7065,18.1088,979.22,-0.0017769637562417,Normal
2026-06-22,4.15,2.87,4169.53,3.7013,18.0514,978.44,-0.0216187785855247,Normal
2026-06-23,4.146,2.87,4149.7,3.6927,18.1255,982.12,-0.0106788114051182,Normal
2026-06-24,4.154,2.87,4150.96,3.6842,18.2136,985.17,0.0055878409881563,Normal
2026-06-25,4.156,2.87,4147.78,3.6947,18.2492,984.38,0.002046425284399,Normal
2026-06-26,4.158,2.87,4127.97,3.6882,18.2806,983.53,0.0007957335609048,Normal
2026-06-29,4.15,2.87,4137.26,3.6931,18.2858,984.1,0.0085025754996694,Normal
2026-06-30,4.149,2.87,4172.51,3.692,18.2875,983.97,-0.0020116096911795,Normal
2026-07-01,4.142,2.86,4186.31,3.7007,18.3639,984.51,-0.0008194595324268,Normal
2026-07-02,4.134,2.86,4161.26,3.7017,18.382,986.09,-0.0028551340702054,Normal
2026-07-03,4.132,2.86,4125.5,3.6961,18.3454,986.86,0.0024931413260653,Normal
2026-07-06,4.141,2.86,4107.58,3.693,18.2816,988.72,0.005579699265588,Normal
2026-07-07,4.144,2.86,4120.64,3.6926,18.2724,993.44,0.0076767081087416,Normal
2026-07-08,4.148,2.86,4110.2,3.6774,18.2902,997.83,-0.0127751281196466,Normal
2026-07-09,4.145,2.86,4104.64,3.6727,18.2843,996.52,-0.0074371920265447,Normal
2026-07-10,4.142,2.86,4101.89,3.6669,18.3161,999.77,-0.0062742511492589,Normal
2026-07-13,4.137,2.86,4111.94,3.6747,18.321,1002.22,2.4662290319506827e-05,Normal
2026-07-14,4.131,2.86,4120.04,3.6772,18.3424,1006.05,0.0096827408113403,Normal
2026-07-15,4.132,2.86,4106.9,3.6795,18.3419,1004.01,-0.000339725550568,Normal
2026-07-16,4.134,2.86,4093.4,3.6769,18.2858,1005.48,-0.000382909256942,Normal
2026-07-17,4.137,2.86,4109.8,3.6884,18.3838,1006.3,-0.0062977107176044,Normal
2026-07-20,4.134,2.86,4097.98,3.6869,18.393,1004.81,-0.0097064119440673,Normal
2026-07-21,4.128,2.86,4094.03,3.6832,18.4184,1007.23,-0.0063016838326481,Normal
2026-07-22,4.126,2.86,4080.58,3.6802,18.437,1009.18,-0.0013185061114192,Normal
2026-07-23,4.126,2.86,4077.61,3.6881,18.4295,1008.48,-0.0035231771167768,Normal
2026-07-24,4.12,2.86,4083.63,3.6961,18.4921,1006.9,0.0030808731088766,Normal
2026-07-27,4.104,2.86,4101.1,3.6983,18.5485,1003.65,-0.0063554605465861,Normal
2026-07-28,4.109,2.86,4122.62,3.7017,18.5252,1006.93,-0.001134024103792,Normal
2026-07-29,4.118,2.86,4111.55,3.6985,18.5316,1003.28,-0.0060590440778176,Normal
2026-07-30,4.122,2.86,4127.41,3.6816,18.5758,1003.36,-0.0002889819870221,Normal
2026-07-31,4.122,2.86,4126.33,3.6806,18.6045,1001.44,-0.0002759412490114,Normal
2026-08-03,4.129,2.82,4101.15,3.6808,18.6143,998.02,0.0064170404568509,Normal
2026-08-04,4.123,2.82,4124.54,3.6853,18.6333,1001.48,-0.003889626769025,Normal
2026-08-05,4.119,2.82,4142.65,3.6864,18.6542,999.85,-0.0058662234032484,Normal
2026-08-06,4.117,2.82,4158.0,3.6948,18.6199,1000.54,0.0201236882551109,Normal
2026-08-07,4.116,2.82,4167.12,3.6926,18.6562,1005.38,0.0172848125729691,Normal
2026-08-10,4.116,2.82,4182.79,3.6787,18.599,1009.18,0.0024467681300302,Normal
2026-08-11,4.11,2.82,4188.47,3.6769,18.5753,1006.49,-0.0052155444429599,Normal
2026-08-12,4.105,2.82,4180.59,3.6803,18.5967,999.48,-0.0090962883697123,Normal
2026-08-13,4.1,2.82,4188.62,3.6784,18.5111,1002.02,-0.003629708351548,Normal
2026-08-14,4.1,2.82,4195.52,3.6802,18.4975,1003.31,0.0114730139811402,Normal
